group,name,nrows,ncols,nnz,is_real,is_binary,is_nd,posdef,pattern_symmetry,numerical_symmetry,kind,nentries,estimated_mb,url
Mallya,lhr34,35152,35152,746972,1,0,0,0,0.00151326330781556,0.0001553140154832006,chemical process simulation problem,764014,23.318,https://sparse.tamu.edu/MM/Mallya/lhr34.tar.gz
Watson,Baumann,112211,112211,748331,1,0,1,0,1.0,0.0,2D/3D problem,760631,23.215,https://sparse.tamu.edu/MM/Watson/Baumann.tar.gz
IBM_EDA,trans4,116835,116835,749800,1,0,0,0,0.8542477149952045,0.3020988522272163,circuit simulation problem sequence,766396,23.391,https://sparse.tamu.edu/MM/IBM_EDA/trans4.tar.gz
IBM_EDA,trans5,116835,116835,749800,1,0,0,0,0.8542477149952045,0.3018997890878642,subsequent circuit simulation problem,766396,23.391,https://sparse.tamu.edu/MM/IBM_EDA/trans5.tar.gz
GHS_indef,copter2,55476,55476,759952,1,0,1,0,1.0,1.0,computational fluid dynamics problem,759952,23.194,https://sparse.tamu.edu/MM/GHS_indef/copter2.tar.gz
GHS_psdef,copter2,55476,55476,759952,1,1,1,0,1.0,1.0,duplicate computational fluid dynamics problem,759952,23.194,https://sparse.tamu.edu/MM/GHS_psdef/copter2.tar.gz
Andrews,Andrews,60000,60000,760154,1,0,1,1,1.0,1.0,computer graphics/vision problem,760154,23.200,https://sparse.tamu.edu/MM/Andrews/Andrews.tar.gz
IPSO,HTC_336_9129,226340,226340,762969,1,0,0,0,1.0,1.0,power network problem,883422,26.962,https://sparse.tamu.edu/MM/IPSO/HTC_336_9129.tar.gz
Mallya,lhr34c,35152,35152,764014,1,0,0,0,0.00151326330781556,5.236205217354879e-06,chemical process simulation problem,764014,23.318,https://sparse.tamu.edu/MM/Mallya/lhr34c.tar.gz
IBM_EDA,dc1,116835,116835,766396,1,0,0,0,0.8542477149952045,0.2426284829292399,circuit simulation problem sequence,766396,23.391,https://sparse.tamu.edu/MM/IBM_EDA/dc1.tar.gz
IBM_EDA,dc2,116835,116835,766396,1,0,0,0,0.8542477149952045,0.2426284829292399,subsequent circuit simulation problem,766396,23.391,https://sparse.tamu.edu/MM/IBM_EDA/dc2.tar.gz
IBM_EDA,dc3,116835,116835,766396,1,0,0,0,0.8542477149952045,0.2426407989395915,subsequent circuit simulation problem,766396,23.391,https://sparse.tamu.edu/MM/IBM_EDA/dc3.tar.gz
Lourakis,bundle1,10581,10581,770811,1,0,1,1,1.0,1.0,computer graphics/vision problem,770901,23.528,https://sparse.tamu.edu/MM/Lourakis/bundle1.tar.gz
DIMACS10,ma2010,157508,157508,776610,1,0,0,0,1.0,1.0,undirected weighted graph,776610,23.702,https://sparse.tamu.edu/MM/DIMACS10/ma2010.tar.gz
DIMACS10,vsp_mod2_pgp2_slptsk,101364,101364,778736,1,1,0,0,1.0,1.0,random unweighted graph,778736,23.767,https://sparse.tamu.edu/MM/DIMACS10/vsp_mod2_pgp2_slptsk.tar.gz
IPSO,HTC_336_4438,226340,226340,783496,1,0,0,0,1.0,1.0,power network problem,904522,27.606,https://sparse.tamu.edu/MM/IPSO/HTC_336_4438.tar.gz
DIMACS10,delaunay_n17,131072,131072,786352,1,1,0,0,1.0,1.0,undirected graph,786352,24.000,https://sparse.tamu.edu/MM/DIMACS10/delaunay_n17.tar.gz
DIMACS10,ky2010,161672,161672,787778,1,0,0,0,1.0,1.0,undirected weighted graph,787778,24.043,https://sparse.tamu.edu/MM/DIMACS10/ky2010.tar.gz
FlowIPM22,uni_chimera_i2,100000,100000,797974,1,0,0,1,1.0,1.0,undirected weighted graph,797974,24.354,https://sparse.tamu.edu/MM/FlowIPM22/uni_chimera_i2.tar.gz
JGD_Homology,m133-b3,200200,200200,800800,1,0,0,0,4.495504495504496e-05,2.747252747252747e-05,combinatorial problem,800800,24.440,https://sparse.tamu.edu/MM/JGD_Homology/m133-b3.tar.gz
JGD_Homology,shar_te2-b3,200200,200200,800800,1,0,0,0,7.492516848797264e-05,2.997006739518906e-05,combinatorial problem,800800,24.440,https://sparse.tamu.edu/MM/JGD_Homology/shar_te2-b3.tar.gz
Grueninger,windtunnel_evap3d,40816,40816,803978,1,0,1,0,1.0,0.0,computational fluid dynamics problem,2730600,83.333,https://sparse.tamu.edu/MM/Grueninger/windtunnel_evap3d.tar.gz
PowerSystem,power197k,197156,197156,805839,1,0,0,0,0.2139400937122758,0.02415229830828888,power network problem,3698357,112.867,https://sparse.tamu.edu/MM/PowerSystem/power197k.tar.gz
Chen,pkustk02,10800,10800,810000,1,1,1,0,1.0,1.0,structural problem,810000,24.721,https://sparse.tamu.edu/MM/Chen/pkustk02.tar.gz
TSOPF,TSOPF_RS_b162_c4,20374,20374,812749,1,0,0,0,0.02645844479664045,0.0006107347997698388,power network problem,812749,24.805,https://sparse.tamu.edu/MM/TSOPF/TSOPF_RS_b162_c4.tar.gz
FlowIPM22,uni_chimera_i4,100000,100000,814436,1,0,0,0,1.0,1.0,undirected weighted graph,814436,24.857,https://sparse.tamu.edu/MM/FlowIPM22/uni_chimera_i4.tar.gz
Nemeth,nemeth19,9506,9506,818302,1,0,0,0,1.0,1.0,subsequent theoretical/quantum chemistry problem,818302,24.975,https://sparse.tamu.edu/MM/Nemeth/nemeth19.tar.gz
DIMACS10,fe_ocean,143437,143437,819186,1,1,0,0,1.0,1.0,undirected graph,819186,25.002,https://sparse.tamu.edu/MM/DIMACS10/fe_ocean.tar.gz
IPSO,TSC_OPF_300,9774,9774,820783,1,0,0,0,1.0,1.0,power network problem,820804,25.051,https://sparse.tamu.edu/MM/IPSO/TSC_OPF_300.tar.gz
DIMACS10,nj2010,169588,169588,829912,1,0,0,0,1.0,1.0,undirected weighted graph,829912,25.329,https://sparse.tamu.edu/MM/DIMACS10/nj2010.tar.gz
DIMACS10,nm2010,168609,168609,830970,1,0,0,0,1.0,1.0,undirected weighted graph,830970,25.361,https://sparse.tamu.edu/MM/DIMACS10/nm2010.tar.gz
MKS,fp,7548,7548,834222,1,0,1,0,0.7575174939506899,0.002912877385765126,electromagnetics problem,848553,25.898,https://sparse.tamu.edu/MM/MKS/fp.tar.gz
DIMACS10,ms2010,171778,171778,839980,1,0,0,0,1.0,1.0,undirected weighted graph,839980,25.636,https://sparse.tamu.edu/MM/DIMACS10/ms2010.tar.gz
SNAP,soc-sign-epinions,131828,131828,841372,1,0,0,0,0.3082520316984202,0.3018224331855771,directed weighted graph,841372,25.679,https://sparse.tamu.edu/MM/SNAP/soc-sign-epinions.tar.gz
VLSI,ss1,205282,205282,845089,1,0,1,0,0.9936840328411537,0.04200954350296261,semiconductor process problem,845089,25.792,https://sparse.tamu.edu/MM/VLSI/ss1.tar.gz
JGD_Homology,ch7-8-b5,141120,141120,846720,1,0,0,0,0.0003732057190233348,0.0002054993516141147,combinatorial problem,846720,25.842,https://sparse.tamu.edu/MM/JGD_Homology/ch7-8-b5.tar.gz
GHS_indef,c-71,76638,76638,859520,1,0,0,0,1.0,1.0,optimization problem,859554,26.233,https://sparse.tamu.edu/MM/GHS_indef/c-71.tar.gz
DIMACS10,vsp_vibrobox_scagr7-2c_rlfddd,77328,77328,871172,1,1,0,0,1.0,1.0,random unweighted graph,871172,26.588,https://sparse.tamu.edu/MM/DIMACS10/vsp_vibrobox_scagr7-2c_rlfddd.tar.gz
FEMLAB,sme3Da,12504,12504,874887,1,0,1,0,0.9999710105602732,0.4370888572710733,structural problem,874887,26.701,https://sparse.tamu.edu/MM/FEMLAB/sme3Da.tar.gz
PARSEC,Si10H16,17077,17077,875923,1,0,0,0,1.0,1.0,theoretical/quantum chemistry problem,875923,26.733,https://sparse.tamu.edu/MM/PARSEC/Si10H16.tar.gz
DIMACS10,sc2010,181908,181908,893160,1,0,0,0,1.0,1.0,undirected weighted graph,893160,27.259,https://sparse.tamu.edu/MM/DIMACS10/sc2010.tar.gz
Schenk_IBMSDS,matrix-new_3,125329,125329,893984,1,0,1,0,0.9871118002084263,0.2826079320371298,semiconductor device problem,2678750,81.751,https://sparse.tamu.edu/MM/Schenk_IBMSDS/matrix-new_3.tar.gz
TKK,tube1,21498,21498,897056,1,1,1,0,1.0,1.0,structural problem,897056,27.378,https://sparse.tamu.edu/MM/TKK/tube1.tar.gz
TKK,tube2,21498,21498,897056,1,0,1,0,1.0,1.0,structural problem,897056,27.378,https://sparse.tamu.edu/MM/TKK/tube2.tar.gz
DIMACS10,ar2010,186211,186211,904310,1,0,0,0,1.0,1.0,undirected weighted graph,904310,27.599,https://sparse.tamu.edu/MM/DIMACS10/ar2010.tar.gz
DIMACS10,fe_tooth,78136,78136,905182,1,1,0,0,1.0,1.0,undirected graph,905182,27.626,https://sparse.tamu.edu/MM/DIMACS10/fe_tooth.tar.gz
SNAP,soc-Slashdot0811,77360,77360,905468,1,1,0,0,0.8669352939826918,0.8669352939826918,directed graph,905468,27.635,https://sparse.tamu.edu/MM/SNAP/soc-Slashdot0811.tar.gz
DIMACS10,ne2010,193352,193352,913854,1,0,0,0,1.0,1.0,undirected weighted graph,913854,27.891,https://sparse.tamu.edu/MM/DIMACS10/ne2010.tar.gz
SNAP,sx-superuser,194085,194085,924886,1,0,0,0,0.3272723867800749,0.197851768013418,directed temporal multigraph,924886,28.227,https://sparse.tamu.edu/MM/SNAP/sx-superuser.tar.gz
Barabasi,NotreDame_www,325729,325729,929849,1,1,0,0,0.3315875213545298,0.3315875213545298,directed graph,929849,28.379,https://sparse.tamu.edu/MM/Barabasi/NotreDame_www.tar.gz
Sandia,ASIC_100k,99340,99340,940621,1,0,0,0,1.0,0.002631466347182405,circuit simulation problem,954163,29.121,https://sparse.tamu.edu/MM/Sandia/ASIC_100k.tar.gz
Andrianov,net50,16320,16320,945200,1,1,0,0,1.0,1.0,optimization problem,945200,28.847,https://sparse.tamu.edu/MM/Andrianov/net50.tar.gz
DIMACS10,wa2010,195574,195574,947432,1,0,0,0,1.0,1.0,undirected weighted graph,947432,28.915,https://sparse.tamu.edu/MM/DIMACS10/wa2010.tar.gz
SNAP,soc-Slashdot0902,82168,82168,948464,1,1,0,0,0.8410650442849082,0.8410650442849082,directed graph,948464,28.947,https://sparse.tamu.edu/MM/SNAP/soc-Slashdot0902.tar.gz
Hohn,sinc18,16428,16428,948696,1,0,1,0,0.01157085557378834,0.0,materials problem,973826,29.721,https://sparse.tamu.edu/MM/Hohn/sinc18.tar.gz
Hamm,scircuit,170998,170998,958936,1,0,0,0,0.9999467019956295,0.8008355096685118,circuit simulation problem,958936,29.266,https://sparse.tamu.edu/MM/Hamm/scircuit.tar.gz
DNVS,crplat2,18010,18010,960946,1,1,1,0,1.0,1.0,structural problem,960946,29.328,https://sparse.tamu.edu/MM/DNVS/crplat2.tar.gz
Freescale,transient,178866,178866,961368,1,0,0,0,0.9996742983044353,0.243597788123496,circuit simulation problem,961790,29.353,https://sparse.tamu.edu/MM/Freescale/transient.tar.gz
Boeing,crystk02,13965,13965,968583,1,0,1,0,1.0,1.0,materials problem,968583,29.561,https://sparse.tamu.edu/MM/Boeing/crystk02.tar.gz
Boeing,pcrystk02,13965,13965,968583,1,1,1,0,1.0,1.0,duplicate materials problem,968583,29.561,https://sparse.tamu.edu/MM/Boeing/pcrystk02.tar.gz
Nemeth,nemeth20,9506,9506,971870,1,0,0,0,1.0,1.0,subsequent theoretical/quantum chemistry problem,971870,29.661,https://sparse.tamu.edu/MM/Nemeth/nemeth20.tar.gz
DIMACS10,co2010,201062,201062,974574,1,0,0,0,1.0,1.0,undirected weighted graph,974574,29.744,https://sparse.tamu.edu/MM/DIMACS10/co2010.tar.gz
Chen,pkustk01,22044,22044,979380,1,1,1,0,1.0,1.0,structural problem,979380,29.890,https://sparse.tamu.edu/MM/Chen/pkustk01.tar.gz
DIMACS10,or2010,196621,196621,979512,1,0,0,0,1.0,1.0,undirected weighted graph,979512,29.894,https://sparse.tamu.edu/MM/DIMACS10/or2010.tar.gz
DIMACS10,la2010,204447,204447,980634,1,0,0,0,1.0,1.0,undirected weighted graph,980634,29.929,https://sparse.tamu.edu/MM/DIMACS10/la2010.tar.gz
GHS_indef,cont-300,180895,180895,988195,1,0,0,0,1.0,1.0,optimization problem,988195,30.159,https://sparse.tamu.edu/MM/GHS_indef/cont-300.tar.gz
DIMACS10,preferentialAttachment,100000,100000,999970,1,1,0,0,1.0,1.0,random undirected graph,999970,30.519,https://sparse.tamu.edu/MM/DIMACS10/preferentialAttachment.tar.gz
DIMACS10,smallworld,100000,100000,999996,1,1,0,0,1.0,1.0,random undirected graph,999996,30.519,https://sparse.tamu.edu/MM/DIMACS10/smallworld.tar.gz
DIMACS10,G_n_pin_pout,100000,100000,1002396,1,1,0,0,1.0,1.0,random undirected graph,1002396,30.593,https://sparse.tamu.edu/MM/DIMACS10/G_n_pin_pout.tar.gz
GHS_indef,dawson5,51537,51537,1010777,1,0,1,0,1.0,1.0,structural problem,1010777,30.848,https://sparse.tamu.edu/MM/GHS_indef/dawson5.tar.gz
VLSI,mosfet2,46994,46994,1013062,1,0,1,0,1.0,0.1797368301196189,semiconductor device problem,1499460,45.762,https://sparse.tamu.edu/MM/VLSI/mosfet2.tar.gz
Goodwin,rim,22560,22560,1014951,1,0,1,0,0.6390640220938991,0.0,computational fluid dynamics problem,1014951,30.976,https://sparse.tamu.edu/MM/Goodwin/rim.tar.gz
Simon,olafu,16146,16146,1015156,1,0,1,1,1.0,1.0,structural problem,1015156,30.982,https://sparse.tamu.edu/MM/Simon/olafu.tar.gz
Oberwolfach,gyro,17361,17361,1021159,1,0,1,1,1.0,1.0,model reduction problem,1021159,31.165,https://sparse.tamu.edu/MM/Oberwolfach/gyro.tar.gz
Oberwolfach,gyro_k,17361,17361,1021159,1,0,1,1,1.0,1.0,duplicate model reduction problem,1021159,31.165,https://sparse.tamu.edu/MM/Oberwolfach/gyro_k.tar.gz
DIMACS10,ia2010,216007,216007,1021170,1,0,0,0,1.0,1.0,undirected weighted graph,1021170,31.166,https://sparse.tamu.edu/MM/DIMACS10/ia2010.tar.gz
FlowIPM22,Spielman_k100,338402,338402,1025404,1,0,0,1,1.0,1.0,undirected weighted graph,1025404,31.295,https://sparse.tamu.edu/MM/FlowIPM22/Spielman_k100.tar.gz
UTEP,Dubcova2,65025,65025,1030225,1,0,1,1,1.0,1.0,2D/3D problem,1030225,31.442,https://sparse.tamu.edu/MM/UTEP/Dubcova2.tar.gz
Goodwin,Goodwin_054,32510,32510,1030878,1,0,1,0,0.9804679703906704,0.06537882962720246,computational fluid dynamics,1030878,31.462,https://sparse.tamu.edu/MM/Goodwin/Goodwin_054.tar.gz
Norris,torso2,115967,115967,1033473,1,0,1,0,0.9916360219987662,0.0,2D/3D problem,1033473,31.541,https://sparse.tamu.edu/MM/Norris/torso2.tar.gz
QY,case39,40216,40216,1042160,1,0,0,0,1.0,1.0,power network problem sequence,1042160,31.806,https://sparse.tamu.edu/MM/QY/case39.tar.gz
TSOPF,TSOPF_RS_b39_c30,60098,60098,1079986,1,0,0,0,0.05903687108113011,8.236061201778597e-05,power network problem,1079986,32.961,https://sparse.tamu.edu/MM/TSOPF/TSOPF_RS_b39_c30.tar.gz
FIDAP,ex11,16614,16614,1096948,1,0,1,0,1.0,0.9999981487206734,computational fluid dynamics problem,1096948,33.478,https://sparse.tamu.edu/MM/FIDAP/ex11.tar.gz
FlowIPM22,uni_chimera_i1,100000,100000,1100592,1,0,0,1,1.0,1.0,undirected weighted graph,1100592,33.589,https://sparse.tamu.edu/MM/FlowIPM22/uni_chimera_i1.tar.gz
DIMACS10,vsp_finan512_scagr7-2c_rlfddd,139752,139752,1104040,1,1,0,0,1.0,1.0,random unweighted graph,1104040,33.695,https://sparse.tamu.edu/MM/DIMACS10/vsp_finan512_scagr7-2c_rlfddd.tar.gz
DIMACS10,ks2010,238600,238600,1121798,1,0,0,0,1.0,1.0,undirected weighted graph,1121798,34.237,https://sparse.tamu.edu/MM/DIMACS10/ks2010.tar.gz
Mancktelow,viscorocks,37762,37762,1133641,1,0,1,0,1.0,0.279507135368047,materials problem,1162244,35.471,https://sparse.tamu.edu/MM/Mancktelow/viscorocks.tar.gz
Boeing,bcsstk37,25503,25503,1140977,1,0,1,0,1.0,1.0,structural problem,1140977,34.822,https://sparse.tamu.edu/MM/Boeing/bcsstk37.tar.gz
Boeing,msc23052,23052,23052,1142686,1,0,1,1,1.0,1.0,structural problem,1154814,35.244,https://sparse.tamu.edu/MM/Boeing/msc23052.tar.gz
Boeing,bcsstk36,23052,23052,1143140,1,0,1,1,1.0,1.0,structural problem,1143140,34.888,https://sparse.tamu.edu/MM/Boeing/bcsstk36.tar.gz
Castrillon,denormal,89400,89400,1156224,1,0,0,1,1.0,1.0,counter-example problem,1156224,35.287,https://sparse.tamu.edu/MM/Castrillon/denormal.tar.gz
Rothberg,struct3,53570,53570,1173694,1,1,1,0,1.0,1.0,structural problem,1173694,35.820,https://sparse.tamu.edu/MM/Rothberg/struct3.tar.gz
Nemeth,nemeth21,9506,9506,1173746,1,0,0,0,1.0,1.0,subsequent theoretical/quantum chemistry problem,1173746,35.822,https://sparse.tamu.edu/MM/Nemeth/nemeth21.tar.gz
Ronis,xenon1,48600,48600,1181120,1,0,1,0,1.0,0.775813230671423,materials problem,1181120,36.047,https://sparse.tamu.edu/MM/Ronis/xenon1.tar.gz
HB,bcsstk31,35588,35588,1181416,1,1,1,0,1.0,1.0,structural problem,1181416,36.056,https://sparse.tamu.edu/MM/HB/bcsstk31.tar.gz
DIMACS10,tn2010,240116,240116,1193966,1,0,0,0,1.0,1.0,undirected weighted graph,1193966,36.439,https://sparse.tamu.edu/MM/DIMACS10/tn2010.tar.gz
DIMACS10,az2010,241666,241666,1196094,1,0,0,0,1.0,1.0,undirected weighted graph,1196094,36.504,https://sparse.tamu.edu/MM/DIMACS10/az2010.tar.gz
Schenk_IBMSDS,matrix_9,103430,103430,1205518,1,0,1,0,0.9966503478484926,0.1744833443427385,semiconductor device problem,2121550,64.747,https://sparse.tamu.edu/MM/Schenk_IBMSDS/matrix_9.tar.gz
ATandT,twotone,120750,120750,1206265,1,0,0,0,0.2445668624008717,0.1058542372000797,frequency-domain circuit simulation problem,1224224,37.362,https://sparse.tamu.edu/MM/ATandT/twotone.tar.gz
Sorensen,Linux_call_graph,324085,324085,1208908,1,0,0,0,0.0006324084497715383,0.0006125422157473015,directed weighted graph,1208908,36.895,https://sparse.tamu.edu/MM/Sorensen/Linux_call_graph.tar.gz
DIMACS10,wi2010,253096,253096,1209404,1,0,0,0,1.0,1.0,undirected weighted graph,1209404,36.910,https://sparse.tamu.edu/MM/DIMACS10/wi2010.tar.gz
GHS_indef,boyd1,93279,93279,1211231,1,0,0,0,1.0,1.0,optimization problem,1211231,36.966,https://sparse.tamu.edu/MM/GHS_indef/boyd1.tar.gz
Li,li,22695,22695,1215181,1,0,1,0,1.0,0.8685670104303111,electromagnetics problem,1350309,41.210,https://sparse.tamu.edu/MM/Li/li.tar.gz
Tromble,language,399130,399130,1216334,1,0,0,0,0.05790231080611451,0.0,directed weighted graph,1216334,37.122,https://sparse.tamu.edu/MM/Tromble/language.tar.gz
DIMACS10,caidaRouterLevel,192244,192244,1218132,1,1,0,0,1.0,1.0,undirected graph,1218132,37.176,https://sparse.tamu.edu/MM/DIMACS10/caidaRouterLevel.tar.gz
DIMACS10,mn2010,259777,259777,1227102,1,0,0,0,1.0,1.0,undirected weighted graph,1227102,37.450,https://sparse.tamu.edu/MM/DIMACS10/mn2010.tar.gz
Mycielski,mycielskian13,6143,6143,1227742,1,1,0,0,1.0,1.0,undirected graph,1227742,37.470,https://sparse.tamu.edu/MM/Mycielski/mycielskian13.tar.gz
Boeing,msc10848,10848,10848,1229776,1,0,1,1,1.0,1.0,structural problem,1229778,37.532,https://sparse.tamu.edu/MM/Boeing/msc10848.tar.gz
DIMACS10,al2010,252266,252266,1230482,1,0,0,0,1.0,1.0,undirected weighted graph,1230482,37.553,https://sparse.tamu.edu/MM/DIMACS10/al2010.tar.gz
SNAP,amazon0302,262111,262111,1234877,1,1,0,0,0.5427018237443891,0.5427018237443891,directed graph,1234877,37.687,https://sparse.tamu.edu/MM/SNAP/amazon0302.tar.gz
VanVelzen,std1_Jac2,21982,21982,1248213,1,0,0,0,1.441471454060305e-05,0.0,chemical process simulation problem,1248731,38.110,https://sparse.tamu.edu/MM/VanVelzen/std1_Jac2.tar.gz
Williams,mac_econ_fwd500,206500,206500,1273389,1,0,0,0,0.05995735832675801,0.005599217836274841,economic problem,1273389,38.863,https://sparse.tamu.edu/MM/Williams/mac_econ_fwd500.tar.gz
DIMACS10,ok2010,269118,269118,1274148,1,0,0,0,1.0,1.0,undirected weighted graph,1274148,38.886,https://sparse.tamu.edu/MM/DIMACS10/ok2010.tar.gz
Schenk_IBMNA,c-73,169422,169422,1279274,1,0,0,0,1.0,1.0,optimization problem sequence,1279274,39.042,https://sparse.tamu.edu/MM/Schenk_IBMNA/c-73.tar.gz
Schenk_IBMNA,c-73b,169422,169422,1279274,1,0,0,0,1.0,1.0,subsequent optimization problem,1279274,39.042,https://sparse.tamu.edu/MM/Schenk_IBMNA/c-73b.tar.gz
DIMACS10,in2010,267071,267071,1281716,1,0,0,0,1.0,1.0,undirected weighted graph,1281716,39.117,https://sparse.tamu.edu/MM/DIMACS10/in2010.tar.gz
Rajat,Raj1,263743,263743,1300261,1,0,0,0,0.998585875116119,0.5762090211971218,circuit simulation problem,1302464,39.750,https://sparse.tamu.edu/MM/Rajat/Raj1.tar.gz
Sandia,ASIC_320ks,321671,321671,1316085,1,0,0,0,1.0,0.2891089626654492,circuit simulation problem,1827807,55.782,https://sparse.tamu.edu/MM/Sandia/ASIC_320ks.tar.gz
Simon,raefsky4,19779,19779,1316789,1,0,1,1,1.0,1.0,structural problem,1328611,40.548,https://sparse.tamu.edu/MM/Simon/raefsky4.tar.gz
PARSEC,SiO,33401,33401,1317655,1,0,0,0,1.0,1.0,theoretical/quantum chemistry problem,1317655,40.214,https://sparse.tamu.edu/MM/PARSEC/SiO.tar.gz
DIMACS10,fe_rotor,99617,99617,1324862,1,1,0,0,1.0,1.0,undirected graph,1324862,40.434,https://sparse.tamu.edu/MM/DIMACS10/fe_rotor.tar.gz
HVDC,hvdc2,189860,189860,1339638,1,0,0,0,0.9885955341075688,0.06323365458033522,power network problem,1347273,41.117,https://sparse.tamu.edu/MM/HVDC/hvdc2.tar.gz
Li,pli,22695,22695,1350309,1,1,1,0,1.0,1.0,duplicate electromagnetics problem,1350309,41.210,https://sparse.tamu.edu/MM/Li/pli.tar.gz
Nemeth,nemeth22,9506,9506,1358832,1,0,0,0,1.0,1.0,subsequent theoretical/quantum chemistry problem,1358832,41.470,https://sparse.tamu.edu/MM/Nemeth/nemeth22.tar.gz
DIMACS10,va2010,285762,285762,1402128,1,0,0,0,1.0,1.0,undirected weighted graph,1402128,42.792,https://sparse.tamu.edu/MM/DIMACS10/va2010.tar.gz
DIMACS10,nc2010,288987,288987,1416620,1,0,0,0,1.0,1.0,undirected weighted graph,1416620,43.234,https://sparse.tamu.edu/MM/DIMACS10/nc2010.tar.gz
DIMACS10,ga2010,291086,291086,1418056,1,0,0,0,1.0,1.0,undirected weighted graph,1418056,43.278,https://sparse.tamu.edu/MM/DIMACS10/ga2010.tar.gz
Botonakis,thermomech_dM,204316,204316,1423116,1,0,1,1,1.0,1.0,thermal problem,1423116,43.432,https://sparse.tamu.edu/MM/Botonakis/thermomech_dM.tar.gz
VLSI,imagesensor,118758,118758,1446396,1,0,1,0,1.0,0.2826177015120085,semiconductor device problem,1893170,57.777,https://sparse.tamu.edu/MM/VLSI/imagesensor.tar.gz
Boeing,bcsstk35,30237,30237,1450163,1,0,1,0,1.0,1.0,structural problem,1450163,44.257,https://sparse.tamu.edu/MM/Boeing/bcsstk35.tar.gz
VanVelzen,std1_Jac3,21982,21982,1455374,1,0,0,0,1.37377639453759e-05,0.0,chemical process simulation problem,1455848,44.431,https://sparse.tamu.edu/MM/VanVelzen/std1_Jac3.tar.gz
DIMACS10,rgg_n_2_17_s0,131072,131072,1457506,1,1,0,0,1.0,1.0,undirected random graph,1457506,44.482,https://sparse.tamu.edu/MM/DIMACS10/rgg_n_2_17_s0.tar.gz
TSOPF,TSOPF_RS_b300_c1,14538,14538,1474325,1,0,0,0,0.01034334678703541,0.0003506683588241378,power network problem,1474325,44.995,https://sparse.tamu.edu/MM/TSOPF/TSOPF_RS_b300_c1.tar.gz
DIMACS10,598a,110971,110971,1483868,1,1,0,0,1.0,1.0,undirected graph,1483868,45.286,https://sparse.tamu.edu/MM/DIMACS10/598a.tar.gz
Simon,raefsky3,21200,21200,1488768,1,0,1,0,1.0,0.4763745189320018,computational fluid dynamics problem,1488768,45.436,https://sparse.tamu.edu/MM/Simon/raefsky3.tar.gz
Andrianov,net75,23120,23120,1489200,1,1,0,0,1.0,1.0,optimization problem,1489200,45.449,https://sparse.tamu.edu/MM/Andrianov/net75.tar.gz
Mallya,lhr71,70304,70304,1494006,1,0,0,0,0.001513199920413014,0.0001553075692357127,chemical process simulation problem,1528092,46.636,https://sparse.tamu.edu/MM/Mallya/lhr71.tar.gz
SNAP,web-NotreDame,325729,325729,1497134,1,1,0,0,0.5165359238309862,0.5165359238309862,directed graph,1497134,45.691,https://sparse.tamu.edu/MM/SNAP/web-NotreDame.tar.gz
GHS_indef,boyd2,466316,466316,1500397,1,0,0,0,1.0,1.0,optimization problem,1500397,45.790,https://sparse.tamu.edu/MM/GHS_indef/boyd2.tar.gz
Nemeth,nemeth24,9506,9506,1506550,1,0,0,0,1.0,1.0,subsequent theoretical/quantum chemistry problem,1506550,45.978,https://sparse.tamu.edu/MM/Nemeth/nemeth24.tar.gz
Nemeth,nemeth23,9506,9506,1506810,1,0,0,0,1.0,1.0,subsequent theoretical/quantum chemistry problem,1506810,45.986,https://sparse.tamu.edu/MM/Nemeth/nemeth23.tar.gz
Nemeth,nemeth25,9506,9506,1511758,1,0,0,0,1.0,1.0,subsequent theoretical/quantum chemistry problem,1511758,46.137,https://sparse.tamu.edu/MM/Nemeth/nemeth25.tar.gz
Nemeth,nemeth26,9506,9506,1511760,1,0,0,0,1.0,1.0,subsequent theoretical/quantum chemistry problem,1511760,46.137,https://sparse.tamu.edu/MM/Nemeth/nemeth26.tar.gz
Mallya,lhr71c,70304,70304,1528092,1,0,0,0,0.001513199920413014,5.235985883782057e-06,chemical process simulation problem,1528092,46.636,https://sparse.tamu.edu/MM/Mallya/lhr71c.tar.gz
GHS_indef,sparsine,50000,50000,1548988,1,0,1,0,1.0,1.0,structural problem,1548988,47.273,https://sparse.tamu.edu/MM/GHS_indef/sparsine.tar.gz
DIMACS10,delaunay_n18,262144,262144,1572792,1,1,0,0,1.0,1.0,undirected graph,1572792,48.000,https://sparse.tamu.edu/MM/DIMACS10/delaunay_n18.tar.gz
DIMACS10,mi2010,329885,329885,1578090,1,0,0,0,1.0,1.0,undirected weighted graph,1578090,48.161,https://sparse.tamu.edu/MM/DIMACS10/mi2010.tar.gz
Chen,pkustk09,33960,33960,1583640,1,1,1,0,1.0,1.0,structural problem,1583640,48.331,https://sparse.tamu.edu/MM/Chen/pkustk09.tar.gz
LAW,dblp-2010,326186,326186,1615400,1,1,0,0,1.0,1.0,undirected graph,1615400,49.300,https://sparse.tamu.edu/MM/LAW/dblp-2010.tar.gz
DIMACS10,coAuthorsCiteseer,227320,227320,1628268,1,1,0,0,1.0,1.0,undirected graph,1628268,49.693,https://sparse.tamu.edu/MM/DIMACS10/coAuthorsCiteseer.tar.gz
VLSI,nv1,75468,75468,1635003,1,0,1,0,1.0,0.2136393219773843,semiconductor device problem,2449194,74.745,https://sparse.tamu.edu/MM/VLSI/nv1.tar.gz
